0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
36,3,54,14,4,4,10,0,0,1,15,11,20,42,1
71,1,53,11,0,0,15,0,3,0,45,99,26,41,1
15,5,25,14,8,1,2,0,3,0,15,72,51,15,1
41,5,44,4,8,7,10,0,1,2,40,38,77,9,0
37,7,64,12,14,7,14,2,5,1,65,95,29,26,0
29,7,43,16,9,0,14,0,1,2,90,36,43,37,1
48,0,4,16,4,1,10,5,1,0,12,26,64,39,2
33,5,2,9,14,2,3,5,4,1,26,8,55,3,2
15,6,0,4,0,5,9,0,1,1,18,9,59,39,1
65,3,60,14,10,1,2,0,1,2,83,91,48,23,0
4,1,10,5,6,1,13,2,4,0,33,79,48,11,1
71,8,70,13,6,5,9,0,0,2,73,84,26,5,2
72,8,9,15,16,5,1,4,5,0,40,33,52,21,1
56,6,85,4,7,2,12,3,0,0,40,20,96,15,1
68,0,97,2,15,6,14,1,5,0,39,88,98,34,0
12,1,3,8,16,2,12,2,0,2,86,87,11,22,2
30,6,76,3,14,5,15,4,1,0,48,15,45,25,1
2,1,16,5,14,5,7,6,3,2,96,2,23,34,1
18,0,38,6,11,4,8,4,3,2,5,9,47,12,0
10,8,22,9,14,5,10,4,0,2,3,95,31,14,2
29,0,28,6,9,2,11,2,2,2,36,6,2,40,2
30,8,3,6,8,1,5,2,4,0,58,33,45,21,2
2,7,36,15,5,5,3,2,5,2,0,76,39,19,0
46,4,70,8,16,0,14,5,3,0,47,71,42,17,1
15,1,44,9,7,6,10,4,1,0,84,7,14,21,0
25,0,21,4,5,7,13,5,2,1,46,45,86,8,1
21,5,37,12,1,4,0,3,1,1,94,54,92,16,2
74,0,94,2,16,2,3,5,1,2,88,9,39,5,1
58,2,36,3,13,7,8,4,5,1,85,83,69,23,2
42,5,42,0,4,7,0,0,2,0,99,22,52,17,0
64,7,23,8,6,0,8,4,1,0,90,14,69,7,1
15,4,79,11,2,2,3,3,5,0,69,17,43,34,2
31,2,89,6,16,7,1,1,4,2,54,94,95,27,1
51,8,76,7,7,7,2,0,5,1,9,52,18,27,0
45,6,41,8,0,1,6,3,5,2,23,90,55,16,2
61,1,73,9,15,7,11,3,5,1,4,29,14,24,1
29,2,64,8,12,0,5,4,2,2,62,67,51,5,0
18,3,95,0,5,2,2,5,2,2,51,49,14,5,2
22,0,22,14,15,4,12,2,2,1,16,79,22,17,2
24,6,28,15,15,0,14,3,1,2,9,36,7,34,1
16,7,94,7,10,5,8,1,5,1,7,21,4,26,2
73,1,3,3,3,5,14,5,2,0,95,72,14,42,2
11,9,90,13,4,0,14,6,3,0,14,88,57,26,1
8,2,99,2,16,0,14,5,5,2,44,96,78,20,1
42,8,31,9,16,2,15,4,3,0,23,3,74,33,0
36,9,45,9,14,0,7,3,4,0,91,32,7,6,1
66,5,78,10,8,2,4,3,3,1,51,42,99,24,0
10,2,32,9,8,0,6,0,0,1,80,80,99,38,2
47,0,22,0,14,4,0,4,5,0,12,36,52,20,0
52,0,60,7,0,1,8,4,2,0,20,55,74,30,0
11,7,91,13,2,4,9,2,5,1,33,47,45,11,1
55,6,68,15,13,5,10,2,2,1,27,17,69,38,2
33,4,84,14,10,5,7,5,1,1,44,86,31,26,2
45,0,61,2,5,4,10,0,4,1,13,66,82,28,1
70,8,61,9,9,1,13,4,3,2,41,45,44,12,0
39,3,50,8,10,2,12,4,4,0,20,99,2,41,0
56,9,34,3,10,0,12,4,2,1,32,56,4,36,0
67,5,31,7,10,1,13,5,4,1,94,76,87,38,2
16,4,44,3,9,1,7,6,5,0,7,2,66,37,2
4,7,77,12,6,6,7,2,3,0,63,76,1,29,0
21,6,54,8,1,4,2,6,4,0,40,66,55,41,2
17,9,76,4,9,0,10,6,0,0,6,34,14,11,0
5,0,90,7,0,5,8,0,4,0,62,56,4,33,0
60,6,7,14,2,5,4,2,3,1,59,56,81,17,0
36,3,50,2,4,6,5,5,0,1,36,29,92,11,2
25,6,43,10,5,5,10,5,0,2,96,14,44,14,0
7,2,97,0,3,5,0,2,5,2,20,95,32,34,2
15,5,84,11,5,6,6,1,5,1,96,59,30,3,2
8,8,78,4,16,5,10,0,5,0,0,16,18,16,2
29,9,76,16,12,0,4,1,5,2,82,78,2,22,1
44,6,56,0,16,5,5,3,2,2,95,34,99,11,1
46,7,33,5,6,3,15,2,3,1,95,84,25,37,0
28,5,5,10,9,0,4,5,4,2,46,49,26,38,0
13,5,73,9,11,5,11,6,4,1,19,46,52,18,2
67,2,89,15,7,5,9,2,2,1,30,100,11,31,0
45,1,87,14,0,1,10,4,3,2,51,14,17,24,0
13,5,18,6,10,7,1,4,3,0,9,70,98,16,0
48,0,59,11,4,6,9,6,3,1,10,92,52,8,0
7,6,26,16,11,6,3,4,2,1,16,29,11,35,2
57,8,24,5,5,1,7,1,0,1,15,16,16,12,2
40,0,42,9,4,2,9,3,1,1,3,63,6,13,0
23,5,16,1,4,1,3,1,1,2,50,68,25,24,1
30,2,13,11,14,7,7,6,0,0,71,63,22,11,0
51,1,12,3,12,5,4,3,0,2,94,28,39,36,2
43,6,18,2,12,2,4,0,0,2,30,8,96,26,1
71,9,10,4,11,6,10,2,4,1,84,76,96,21,0
52,1,70,6,10,1,9,3,4,0,50,47,90,35,1
52,8,1,0,0,2,6,6,1,0,25,97,50,17,0
71,2,14,1,4,0,15,4,0,0,27,84,35,2,2
48,3,4,12,10,0,5,1,2,0,12,43,95,36,0
55,3,26,9,8,1,2,5,1,1,55,62,93,11,1
34,6,65,13,3,5,1,1,3,0,46,76,68,6,1
58,9,87,14,16,7,13,3,3,0,71,25,30,14,0
5,6,67,11,2,6,3,5,2,1,27,35,21,33,1
4,6,78,2,15,0,6,5,5,1,22,1,61,30,2
38,5,34,0,2,0,11,5,3,0,17,72,37,36,2
30,2,89,1,1,3,2,0,2,0,54,83,53,31,0
47,1,12,4,0,1,6,5,1,2,21,72,97,38,2
57,7,55,8,5,6,3,2,5,0,37,97,96,21,2
23,1,64,2,6,5,1,0,4,1,87,77,34,34,1
0,0,63,13,3,3,11,5,1,2,17,91,65,21,2
74,1,59,15,6,5,3,2,0,1,58,96,58,14,2
47,3,35,10,4,6,14,4,5,2,39,32,56,1,0
61,7,43,9,1,1,10,5,0,1,43,48,23,0,0
58,1,3,1,0,2,12,4,0,0,6,12,81,29,0
22,7,62,11,5,5,4,5,3,0,95,24,3,32,2
40,1,7,1,1,7,6,1,5,2,34,90,75,14,0
62,8,3,15,10,1,14,0,2,2,22,57,93,4,2
50,8,10,7,9,3,14,5,4,0,91,98,0,11,1
25,7,53,16,1,2,4,4,5,1,35,1,86,36,0
33,1,85,13,2,2,11,4,2,2,22,5,21,0,2
68,6,73,7,11,0,9,4,2,2,4,87,48,30,0
57,9,49,7,6,4,11,4,4,1,38,69,38,17,1
13,4,27,10,6,1,12,1,3,1,3,56,13,33,2
48,9,29,16,11,5,3,0,1,1,47,50,11,7,0
35,8,96,0,6,5,9,3,3,2,100,42,81,4,1
52,7,4,13,0,6,9,3,0,0,34,70,88,36,2
59,7,49,15,7,5,2,5,1,0,59,42,44,9,2
9,5,33,6,5,1,8,4,4,2,40,87,24,21,2
50,0,47,7,16,0,14,2,3,1,55,89,72,11,2
38,1,61,0,8,7,0,1,1,0,54,7,61,22,0
19,8,80,3,7,0,0,3,0,2,15,91,42,37,0
37,6,100,8,2,4,9,3,0,2,80,94,85,4,1
57,6,17,3,2,6,8,4,3,0,84,22,56,35,0
20,8,51,5,14,0,7,3,4,1,56,67,78,8,1
42,0,20,16,10,3,15,2,0,1,93,83,60,11,2
49,3,74,11,1,6,7,6,1,1,81,89,63,6,2
19,5,37,5,8,0,10,1,3,1,72,44,7,22,2
28,9,20,5,0,4,11,2,0,0,64,82,10,12,0
21,4,87,1,13,7,7,1,0,1,15,39,7,4,2
37,5,95,5,15,1,14,5,1,1,23,51,35,10,1
11,5,38,10,0,5,8,5,1,1,82,6,98,38,0
51,0,32,5,13,7,4,0,3,1,76,17,4,10,1
48,7,81,8,11,6,3,4,2,0,40,6,56,10,0
57,3,92,11,4,5,13,3,5,0,85,32,37,34,0
35,3,21,3,0,7,9,6,2,0,63,84,4,8,2
57,2,53,8,16,0,5,3,4,2,92,83,65,38,2
57,6,48,6,10,6,10,1,5,2,8,27,25,6,1
21,0,91,9,7,0,2,5,2,2,56,71,89,13,0
30,0,98,4,1,7,5,0,0,0,68,11,7,0,2
55,4,83,3,0,1,5,6,1,2,79,7,76,30,1
68,0,25,12,5,0,9,3,4,1,91,71,69,38,1
17,2,63,16,0,0,1,1,0,1,54,68,78,2,2
7,1,90,13,10,2,1,5,1,0,39,27,69,13,1
37,0,71,1,5,2,5,6,0,1,81,47,25,42,0
35,9,24,6,9,1,1,4,4,2,10,90,67,1,0
6,1,31,10,1,7,10,4,1,0,45,75,96,6,2
35,5,51,3,9,7,1,3,0,2,20,86,63,37,2
65,3,43,8,5,2,14,0,1,0,85,77,14,23,0
34,8,80,4,1,5,15,4,1,2,45,22,85,5,2
57,9,3,16,13,7,0,5,5,0,67,71,1,32,2
55,3,15,11,8,0,5,0,2,1,48,23,92,5,1
62,1,94,12,8,7,13,6,4,1,34,78,50,19,2
71,9,15,3,15,3,12,6,3,2,9,95,86,40,1
9,5,62,12,5,7,1,6,5,1,67,81,81,36,1
59,3,73,8,16,5,15,5,1,1,76,52,70,18,1
43,3,59,10,8,5,4,4,2,0,33,100,62,15,1
40,8,95,14,0,5,12,0,1,0,96,0,29,42,0
23,8,79,12,3,7,10,1,3,1,47,61,65,24,1
10,5,4,12,6,0,3,6,2,2,12,6,43,17,1
47,9,12,10,1,0,1,3,3,2,43,44,53,17,1
5,7,39,7,14,7,15,5,4,2,81,63,37,41,2
15,3,9,15,11,6,2,1,5,2,6,6,45,7,1
0,5,68,6,6,6,7,5,1,0,67,13,19,35,2
34,2,92,2,9,0,4,0,2,1,15,72,23,18,1
19,8,90,9,15,2,11,5,2,1,96,17,32,19,1
23,3,25,9,4,4,9,3,5,0,55,31,5,19,2
26,3,35,8,3,1,10,5,1,2,90,85,99,30,2
25,5,61,5,2,0,7,4,0,2,33,67,32,15,1
35,2,71,4,11,4,8,1,1,0,91,8,31,2,1
74,0,69,3,12,6,0,4,2,1,27,43,1,39,2
47,6,86,5,7,3,0,2,4,2,56,72,94,5,2
64,3,65,6,2,2,2,6,1,1,15,36,95,37,0
7,4,67,4,5,3,7,2,1,1,99,65,83,5,2
58,2,55,12,2,1,11,5,3,0,10,69,8,17,1
51,1,3,13,5,4,2,4,1,2,11,28,73,20,2
58,3,66,6,7,1,8,3,4,0,2,7,11,23,2
52,8,55,10,14,5,8,2,0,0,18,16,66,15,1
4,5,78,12,9,7,10,3,1,0,32,54,76,8,0
31,2,79,6,13,7,9,3,4,0,58,20,43,22,0
11,0,19,15,0,1,9,1,1,1,67,76,87,13,1
33,4,10,4,15,4,14,1,0,0,99,26,71,13,1
9,4,20,6,16,0,1,4,0,2,85,65,71,25,1
38,5,42,14,7,0,6,2,1,2,32,90,41,11,0
16,1,29,8,3,0,2,1,0,0,79,29,7,28,2
11,6,93,8,10,5,5,4,4,0,0,39,31,30,1
20,1,14,13,16,0,8,0,1,2,37,3,52,23,0
28,7,48,8,16,7,14,1,1,2,89,47,36,25,0
0,2,27,13,5,3,10,1,1,0,89,11,10,42,2
61,4,32,12,5,2,13,3,0,0,30,11,28,14,0
13,7,18,9,16,2,13,3,2,2,23,71,81,29,0
24,5,82,7,1,4,0,2,2,0,99,53,30,5,1
46,3,95,11,0,5,9,5,4,2,6,90,46,41,1
36,5,68,16,11,1,4,1,2,0,0,98,29,30,2
17,0,0,15,0,2,4,4,3,2,14,16,5,1,1
44,7,61,9,9,3,8,6,5,1,35,84,62,21,0
70,4,85,5,5,7,15,1,0,2,79,43,66,42,2
57,2,0,1,9,1,1,0,0,0,99,20,69,35,1
6,2,32,10,12,1,5,2,3,0,20,61,35,3,2
45,3,54,2,8,4,4,1,0,2,82,65,52,14,0
72,8,12,16,13,0,9,3,5,2,75,14,75,4,2
71,2,76,10,11,7,0,6,3,1,79,29,8,32,2
65,0,80,0,7,4,11,2,0,2,61,76,87,34,0
66,7,76,7,8,7,4,3,4,1,7,25,7,14,0
12,3,73,3,16,6,15,4,5,1,0,93,75,25,2
41,7,93,3,12,0,14,4,5,0,15,29,68,39,2
0,3,75,5,15,7,9,3,2,2,77,97,33,27,1
21,9,82,12,3,5,2,2,5,0,51,3,16,38,2
22,3,28,14,9,2,7,5,0,0,97,91,40,17,1
11,3,26,16,16,5,3,5,3,1,56,54,54,15,2
3,6,86,5,4,0,5,5,0,0,51,50,43,17,1
28,6,54,14,4,3,4,3,1,1,35,60,34,35,2
4,1,24,9,2,0,5,1,1,2,39,18,70,30,0
28,3,13,12,13,6,9,0,5,2,19,93,84,14,1
37,6,25,16,10,0,1,4,0,1,99,22,78,10,0
3,1,59,13,0,7,15,0,4,2,41,40,83,38,1
37,3,49,1,12,1,10,0,0,0,88,64,49,18,0
10,6,60,8,14,2,10,4,5,0,33,60,51,23,2
52,4,1,13,6,5,1,5,0,1,75,72,21,13,2
24,5,41,0,8,2,13,1,4,1,21,0,12,11,0
22,9,37,15,3,6,0,3,2,2,92,14,41,27,1
64,0,41,14,6,1,2,2,4,2,8,15,52,28,0
26,5,81,2,6,5,5,5,4,2,4,70,75,2,1
74,7,59,1,16,1,9,0,0,1,89,77,51,36,1
43,4,8,3,7,5,13,2,1,1,95,47,45,16,1
42,5,1,8,15,7,14,4,0,0,46,82,57,6,2
74,9,87,4,1,2,13,6,4,1,95,5,26,2,2
6,0,58,14,10,2,5,3,4,1,77,65,27,32,2
54,7,59,0,15,5,12,0,0,2,10,63,31,40,2
15,1,63,1,5,7,12,2,5,0,70,82,70,17,1
53,8,84,9,3,3,2,3,3,2,7,25,78,37,2
28,5,55,10,15,3,10,2,4,2,99,26,57,9,0
74,4,0,9,16,0,6,5,5,1,98,99,53,22,2
61,5,80,2,13,3,6,0,3,2,8,50,0,22,1
13,9,72,1,5,5,4,0,4,1,52,71,33,1,2
28,0,45,2,16,1,4,5,2,0,80,33,39,16,1
39,8,31,3,12,7,14,2,0,1,34,76,48,8,2
2,2,100,7,12,2,8,2,4,0,83,52,94,15,1
31,9,90,11,14,5,12,3,3,1,36,42,28,13,0
37,1,32,10,12,2,12,4,2,0,0,7,82,4,2
73,1,75,6,2,1,10,2,1,2,10,28,29,18,1
8,0,46,15,14,7,0,5,1,1,87,89,1,39,1
35,4,40,7,5,0,12,5,0,0,16,73,32,26,0
44,1,59,2,0,0,14,3,5,2,63,76,11,10,2
30,5,28,7,1,6,3,0,2,1,66,90,81,33,1
71,2,50,0,6,2,13,5,5,0,23,6,92,21,0
31,1,61,14,10,1,9,2,0,0,16,26,14,39,1
27,2,41,1,16,4,13,2,1,2,77,49,56,11,2
1,6,17,16,10,1,3,5,0,0,56,30,81,3,1
51,2,21,13,15,0,12,3,1,1,58,54,32,37,1
30,8,62,0,15,2,7,6,1,1,89,25,56,1,0
26,4,67,6,11,7,12,4,0,0,22,27,12,17,2
35,3,77,4,11,4,3,5,4,0,91,36,90,9,1
16,1,32,11,4,6,12,5,1,2,73,76,17,14,1
34,5,75,0,0,4,6,4,2,2,56,49,59,16,2
5,8,42,6,14,0,8,1,0,2,52,91,55,10,2
30,5,3,4,6,5,14,4,5,2,89,1,17,35,2
12,1,44,9,11,5,9,6,0,1,66,22,77,27,0
21,5,0,2,16,2,0,6,4,1,24,68,15,20,0
13,2,24,13,13,6,8,2,0,1,16,64,19,40,1
25,9,3,12,3,6,1,0,5,0,69,85,37,0,2
21,2,73,11,0,2,1,6,4,0,27,38,69,1,2
19,0,63,12,2,0,4,6,5,2,27,28,77,35,0
22,9,60,3,3,7,10,0,1,2,91,54,87,31,1
20,2,20,1,16,4,13,2,1,2,23,49,91,16,2
18,6,79,14,12,1,3,4,3,2,12,49,62,12,2
0,0,61,3,12,0,10,3,5,0,20,2,10,26,0
67,7,98,0,7,3,9,5,2,0,37,39,11,9,0
51,6,75,13,15,5,14,0,5,0,86,19,44,25,1
48,5,41,15,15,6,6,2,5,0,57,35,91,40,1
60,5,33,2,3,5,10,4,5,0,74,74,74,32,0
29,7,35,7,6,5,4,3,0,0,98,3,66,20,0
46,1,0,6,4,0,5,4,4,2,86,25,21,34,1
1,1,35,12,1,6,3,5,5,1,64,32,11,26,2
56,8,18,3,8,3,11,1,0,2,76,54,80,30,2
28,8,41,11,15,0,11,3,0,0,41,20,0,6,1
6,5,51,1,3,0,4,6,1,1,60,22,75,30,0
19,4,63,14,9,4,11,5,5,2,39,95,90,38,2
18,9,80,15,6,2,2,2,1,1,8,87,43,41,2
67,7,65,4,15,2,10,5,0,2,32,52,35,28,2
24,6,30,2,3,6,4,4,1,2,68,58,14,24,2
6,3,36,7,10,0,13,4,5,0,91,36,37,16,2
26,3,19,14,12,5,11,1,2,1,8,47,86,13,1
24,1,19,13,5,2,12,6,0,2,17,31,97,1,0
65,5,55,4,0,0,7,1,3,1,16,73,76,3,0
9,9,37,6,2,1,2,0,0,0,53,79,4,7,2
34,3,56,13,15,5,2,4,0,2,48,13,92,10,0
71,6,12,9,8,4,11,5,2,0,15,61,49,36,1
41,6,55,2,5,1,14,0,5,0,21,87,77,17,0
68,5,5,2,2,0,4,1,5,2,88,21,99,32,2
63,1,68,8,15,7,1,4,4,1,84,15,18,26,2
54,0,89,8,3,3,10,5,3,2,23,66,9,1,1
73,4,47,14,7,7,10,4,3,2,75,68,30,11,2
38,2,75,5,11,4,8,6,1,2,81,22,53,12,2
22,8,73,7,3,6,4,2,3,0,90,13,49,17,1
41,9,44,4,14,0,8,6,1,2,2,27,16,31,0
67,5,19,7,8,4,9,6,2,2,18,70,46,26,0
25,8,7,5,0,3,7,0,4,1,83,83,13,5,0
2,6,33,11,11,0,8,3,3,0,46,75,19,33,0
17,9,0,1,11,2,5,0,0,0,86,30,31,23,2
44,4,57,2,1,1,8,3,1,2,3,63,37,19,1
50,3,1,4,0,1,9,5,0,0,70,11,83,20,1
52,8,82,9,6,5,8,3,0,1,92,86,20,11,1
12,9,95,8,3,0,2,2,4,2,62,51,29,28,2
4,6,8,15,16,0,7,0,1,0,98,8,82,8,1
50,0,75,4,1,6,1,4,3,2,80,80,51,35,2
2,0,28,4,13,7,12,5,0,2,61,82,42,20,0
61,0,90,4,6,7,11,2,0,0,8,48,55,29,2
18,2,5,10,10,0,7,6,0,1,77,29,57,26,0
0,4,8,14,9,3,14,4,1,0,79,8,64,24,0
53,3,75,4,0,0,1,6,2,2,79,55,68,5,2
45,1,14,7,12,0,4,5,2,2,78,99,67,37,0
74,1,65,1,9,0,1,6,4,2,7,92,33,4,0
52,6,59,1,0,1,6,2,2,0,46,19,75,27,2
52,1,99,7,3,0,9,2,1,0,54,0,28,10,0
25,6,96,15,3,7,8,5,0,1,96,72,84,42,1
54,9,49,7,3,0,7,6,2,2,92,86,96,37,0
45,1,68,12,12,6,15,6,0,0,0,74,64,40,0
3,2,1,14,16,5,15,6,1,1,38,2,39,20,2
57,0,97,13,16,4,6,3,1,0,70,34,15,0,0
3,4,4,0,13,6,13,5,1,2,35,88,33,32,2
20,1,33,16,12,1,11,1,5,1,40,87,94,28,0
8,2,23,16,5,6,3,2,5,0,65,28,98,8,0
62,2,77,8,0,0,3,5,4,1,96,38,48,31,1
28,5,99,10,15,5,5,3,3,1,39,29,60,20,2
0,3,7,5,5,6,12,2,2,0,0,42,17,14,1
33,1,28,5,9,2,10,0,0,1,53,69,35,31,2
61,8,70,3,8,1,3,5,5,2,3,68,59,10,1
8,4,71,3,16,4,2,2,5,0,56,33,7,24,1
44,4,90,10,0,5,11,6,3,2,34,84,4,0,2
33,7,58,16,1,1,5,2,1,1,58,3,87,28,1
62,0,24,16,8,1,0,6,1,2,35,97,92,17,0
8,9,87,10,14,7,4,6,0,2,98,100,75,37,2
43,6,39,7,9,6,9,3,2,0,23,90,81,41,0
16,9,99,0,5,3,2,6,1,0,19,78,85,28,0
9,8,86,13,6,0,4,2,2,0,94,30,15,29,1
65,7,26,6,13,3,6,2,0,1,49,37,53,6,1
21,4,23,8,8,4,4,3,0,0,42,26,24,8,1
6,3,79,16,3,0,13,0,0,1,6,71,50,19,1
65,1,0,16,6,7,14,1,4,0,89,69,3,40,2
24,6,4,15,6,2,2,2,2,0,9,38,83,5,0
25,7,24,15,12,4,4,0,3,0,7,21,58,36,2
37,9,94,13,16,6,13,5,4,0,31,52,29,6,1
58,7,25,0,11,6,3,5,0,0,78,94,63,32,2
0,1,35,13,16,2,8,5,1,0,24,62,23,35,0
56,0,26,1,2,7,15,0,4,2,12,8,86,18,1
0,2,14,11,7,7,15,0,3,2,14,19,69,15,2
52,8,36,13,5,1,11,2,0,0,19,86,1,10,1
37,6,51,11,10,7,15,2,0,1,68,44,11,40,2
30,5,45,9,7,7,6,6,0,0,40,55,1,25,2
6,8,88,15,6,7,2,0,3,0,93,96,86,31,0
18,2,87,16,9,0,11,5,1,2,86,77,18,17,0
64,3,60,3,11,6,2,0,1,1,88,6,75,34,2
49,4,41,5,16,2,11,1,0,2,76,24,18,12,1
31,4,29,9,10,3,10,0,4,2,10,16,42,41,1
32,5,99,1,15,4,0,1,0,0,58,47,8,34,0
55,3,91,16,8,1,7,1,4,2,54,0,64,8,1
56,9,5,12,7,5,4,3,0,1,54,45,53,39,1
2,0,29,10,6,7,10,5,2,1,72,34,74,24,1
6,8,52,2,4,4,8,5,0,0,59,70,95,39,2
16,4,4,12,1,6,7,4,2,2,3,49,91,30,1
22,4,69,12,1,7,8,4,4,1,100,99,41,26,2
20,5,63,10,1,6,0,5,4,2,53,42,46,10,2
22,7,16,9,9,3,15,5,3,0,93,79,19,7,0
40,3,71,16,9,2,13,0,3,1,11,11,76,11,0
62,2,10,13,7,4,7,6,0,2,0,57,43,2,0
60,7,78,2,15,4,15,1,3,0,78,52,36,27,0
62,8,53,15,9,2,11,2,0,2,11,88,55,19,2
55,4,3,13,15,7,5,6,1,1,52,14,0,40,2
9,8,17,16,0,6,10,4,0,0,23,32,3,7,0
55,2,97,11,3,5,15,2,4,1,30,83,21,22,2
15,6,16,5,5,4,1,3,3,2,37,67,89,33,2
69,8,54,7,4,2,10,5,1,0,13,97,92,22,2
25,6,97,7,15,2,1,6,1,0,34,99,25,38,0
66,9,71,16,12,6,4,2,2,2,25,45,72,11,2
73,2,59,8,13,6,7,1,3,1,27,59,80,32,1
66,4,21,13,2,0,15,0,1,1,91,83,59,4,2
46,7,44,12,3,5,1,5,3,0,53,73,94,12,1
32,9,59,15,14,4,1,2,5,1,50,91,96,32,2
49,0,14,6,11,4,10,5,5,0,56,94,34,2,1
39,4,66,3,0,2,1,5,3,0,46,27,92,30,2
70,7,2,0,4,3,6,2,0,1,27,78,86,4,0
34,7,88,13,5,7,1,5,0,0,52,69,27,9,1
70,4,76,6,11,5,8,4,1,2,48,13,87,41,2
70,6,82,9,3,4,6,3,2,0,63,37,22,3,2
49,8,95,8,4,3,1,2,3,0,1,50,68,25,0
68,8,43,0,4,5,5,6,1,1,70,94,21,18,2
29,1,16,1,4,4,13,2,3,0,32,41,57,7,1
21,6,49,15,11,7,2,1,0,1,20,3,9,42,0
59,1,32,16,8,5,4,3,2,2,91,88,29,23,1
72,8,20,15,13,0,11,2,2,2,42,61,47,19,1
69,0,2,0,5,6,13,6,3,1,94,20,52,27,0
21,5,33,5,6,6,0,1,3,1,100,96,72,33,0
41,1,97,12,1,6,7,1,3,2,28,94,45,8,1
56,1,30,2,13,7,11,5,2,2,68,37,58,42,2
27,4,95,16,5,6,13,6,2,2,90,43,43,42,2
1,7,73,2,1,7,9,6,3,1,47,23,6,22,2
68,4,86,11,8,7,5,1,0,0,56,5,44,35,1
5,1,25,2,0,1,5,3,1,0,8,55,23,13,0
18,5,50,10,6,2,15,5,0,1,75,84,40,9,2
46,8,8,12,13,3,1,6,2,2,85,39,11,2,0
30,5,92,11,4,7,11,5,2,1,69,30,37,16,1
40,6,6,0,7,2,14,0,4,2,95,50,68,28,0
6,1,83,15,13,3,5,0,4,2,52,2,65,16,1
62,6,11,7,1,2,3,0,2,1,32,14,12,15,2
53,1,29,8,0,2,15,5,0,1,92,66,33,38,1
66,5,64,3,16,6,6,2,4,2,81,43,84,6,0
71,2,86,1,14,5,1,2,5,1,59,99,27,27,1
12,9,65,7,15,3,13,1,3,2,77,76,8,17,1
19,4,76,5,12,5,7,2,1,2,78,35,73,36,0
56,4,14,14,13,1,2,0,3,1,24,5,88,5,1
45,6,17,8,14,5,1,4,0,2,19,82,94,21,2
33,7,91,4,10,3,2,4,5,0,10,17,27,31,0
35,0,71,10,8,1,3,2,2,2,83,59,27,14,1
23,9,66,6,5,2,8,3,1,0,85,4,65,8,0
7,6,62,3,16,4,15,4,5,2,100,89,72,34,1
67,5,30,14,3,3,11,6,0,1,58,14,14,26,0
73,4,33,14,1,0,7,3,3,1,74,22,19,7,1
55,2,26,6,12,5,3,1,4,1,78,24,86,8,0
73,6,89,7,6,6,4,4,2,0,22,90,34,37,0
1,4,11,3,6,4,9,4,4,1,43,44,27,4,2
36,1,83,4,12,6,14,0,0,0,35,41,15,7,1
42,4,11,11,12,6,14,1,4,0,83,28,22,33,0
53,5,19,13,10,7,12,5,2,1,80,32,69,16,0
65,9,76,10,15,3,3,6,4,1,17,23,27,25,1
49,5,27,0,10,0,13,0,3,2,1,3,91,35,1
42,7,13,9,10,6,11,3,4,2,59,41,35,5,0
32,7,35,2,2,0,6,6,2,1,1,30,73,12,0
68,5,15,7,9,2,5,4,3,0,41,93,48,29,0
12,1,17,9,7,4,7,1,4,2,51,45,31,31,1
68,9,14,13,0,3,10,3,3,0,21,32,94,39,0
34,2,36,11,14,5,2,5,0,1,19,78,1,22,2
24,8,94,0,13,6,12,4,4,1,22,76,5,29,2
62,7,44,12,6,3,13,3,4,1,12,67,60,28,0
66,3,96,13,9,6,5,3,3,1,61,53,87,14,1
30,8,20,2,6,1,13,6,3,0,72,38,13,24,1
58,3,49,16,4,0,2,3,4,1,20,8,12,28,1
52,3,21,12,2,4,15,0,2,0,100,24,13,4,0
47,2,44,7,1,3,14,3,4,1,43,75,62,21,1
48,1,54,10,12,1,3,3,3,0,57,22,29,41,0
53,4,80,2,9,6,1,4,1,1,47,41,98,20,1
66,0,1,6,11,4,13,5,1,2,15,98,83,28,1
28,7,88,6,0,4,13,2,3,2,71,27,85,38,1
63,6,72,10,6,4,7,3,0,1,3,99,5,36,0
24,9,66,3,7,7,2,4,0,0,57,84,52,15,1
6,0,34,2,12,6,9,2,5,1,46,75,42,32,2
50,8,72,10,9,7,11,6,2,0,40,14,6,25,2
70,5,81,1,5,0,2,0,0,2,63,1,58,6,0
21,0,34,16,2,4,15,4,3,0,13,75,26,9,0
6,4,34,0,3,0,11,5,4,2,35,26,7,3,2
69,1,49,7,7,5,12,1,5,0,92,32,99,34,1
69,0,55,15,7,2,1,1,4,0,80,59,6,2,1
29,9,57,9,6,3,1,1,1,0,29,85,20,13,2
15,2,21,16,7,6,0,3,1,0,39,79,54,13,0
9,4,100,0,9,4,2,4,2,2,81,50,98,34,1
31,6,94,11,16,4,1,4,4,0,73,23,31,3,1
66,3,75,9,0,2,15,5,0,1,18,6,73,1,1
5,8,33,6,12,7,7,0,0,1,97,16,58,15,1
73,4,48,8,0,6,9,1,1,1,96,30,86,30,0
17,2,87,11,12,5,8,1,1,0,28,35,26,35,2
9,4,35,1,5,0,5,5,2,1,19,76,30,39,1
36,3,85,4,14,6,14,0,2,2,15,13,3,19,0
19,7,32,11,13,1,0,3,5,0,93,9,11,8,1
12,9,98,4,16,3,15,4,1,0,95,82,77,14,0
31,8,55,3,4,0,8,2,2,1,39,53,66,19,1
